"","nlocs","scheme","ratio","change"
"305",270,"grid",1.01190476190476,"-40%"
"306",270,"random",0.943775100401607,"-40%"
"307",280,"grid",1.01960784313726,"-40%"
"308",280,"random",1.25514403292181,"-40%"
"309",290,"grid",1.0077519379845,"-40%"
"310",290,"random",1.01626016260163,"-40%"
"311",300,"grid",0.973782771535581,"-40%"
"312",300,"random",1.04761904761905,"-40%"
"313",50,"grid",0.918367346938775,"-30%"
"314",50,"random",1.31868131868132,"-30%"
"315",60,"grid",1.14285714285714,"-30%"
"316",60,"random",0.902255639097744,"-30%"
"317",70,"grid",0.952380952380952,"-30%"
"318",70,"random",0.909090909090909,"-30%"
"319",80,"grid",1.18012422360248,"-30%"
"320",80,"random",1.10599078341014,"-30%"
"321",90,"grid",1.08571428571429,"-30%"
"322",90,"random",0.879120879120879,"-30%"
"323",100,"grid",0.904761904761905,"-30%"
"324",100,"random",0.993788819875776,"-30%"
"325",110,"grid",1.09523809523809,"-30%"
"326",110,"random",0.902255639097744,"-30%"
"327",120,"grid",1.05042016806723,"-30%"
"328",120,"random",0.846560846560846,"-30%"
"329",130,"grid",0.974025974025974,"-30%"
"330",130,"random",1.10204081632653,"-30%"
"331",140,"grid",0.941558441558441,"-30%"
"332",140,"random",0.930232558139535,"-30%"
"333",150,"grid",0.964285714285714,"-30%"
"334",150,"random",0.902255639097744,"-30%"
"335",160,"grid",1.16883116883117,"-30%"
"336",160,"random",1.05714285714286,"-30%"
"337",170,"grid",0.952380952380952,"-30%"
"338",170,"random",0.918367346938775,"-30%"
"339",180,"grid",0.987012987012987,"-30%"
"340",180,"random",1.05121293800539,"-30%"
"341",190,"grid",1.05714285714286,"-30%"
"342",190,"random",0.99273607748184,"-30%"
"343",200,"grid",1.04116222760291,"-30%"
"344",200,"random",1.0261569416499,"-30%"
"345",210,"grid",0.968523002421308,"-30%"
"346",210,"random",0.960591133004926,"-30%"
"347",220,"grid",1.00213219616205,"-30%"
"348",220,"random",1.13756613756614,"-30%"
"349",230,"grid",0.924369747899159,"-30%"
"350",230,"random",0.848214285714286,"-30%"
"351",240,"grid",1.00213219616205,"-30%"
"352",240,"random",1.09126984126984,"-30%"
"353",250,"grid",0.989010989010989,"-30%"
"354",250,"random",0.952380952380952,"-30%"
"355",260,"grid",1.02564102564103,"-30%"
"356",260,"random",1.06271777003484,"-30%"
"357",270,"grid",1.00340136054422,"-30%"
"358",270,"random",0.963855421686747,"-30%"
"359",280,"grid",1.04201680672269,"-30%"
"360",280,"random",1.18165784832451,"-30%"
"361",290,"grid",1.02990033222591,"-30%"
"362",290,"random",1.04529616724739,"-30%"
"363",300,"grid",1.01123595505618,"-30%"
"364",300,"random",0.965986394557823,"-30%"
"365",50,"grid",0.892857142857143,"-20%"
"366",50,"random",1.25,"-20%"
"367",60,"grid",1.125,"-20%"
"368",60,"random",0.921052631578947,"-20%"
"369",70,"grid",0.9375,"-20%"
"370",70,"random",0.909090909090909,"-20%"
"371",80,"grid",1.08695652173913,"-20%"
"372",80,"random",1.00806451612903,"-20%"
"373",90,"grid",1.05,"-20%"
"374",90,"random",1.00961538461538,"-20%"
"375",100,"grid",0.958333333333333,"-20%"
"376",100,"random",0.869565217391304,"-20%"
"377",110,"grid",1.16666666666667,"-20%"
"378",110,"random",1.01973684210526,"-20%"
"379",120,"grid",1.02941176470588,"-20%"
"380",120,"random",0.925925925925926,"-20%"
"381",130,"grid",0.994318181818182,"-20%"
"382",130,"random",1.03571428571429,"-20%"
"383",140,"grid",1.02272727272727,"-20%"
"384",140,"random",1.01744186046512,"-20%"
"385",150,"grid",0.90625,"-20%"
"386",150,"random",0.855263157894737,"-20%"
"387",160,"grid",1.10795454545455,"-20%"
"388",160,"random",0.975,"-20%"
"389",170,"grid",0.955882352941176,"-20%"
"390",170,"random",0.952380952380952,"-20%"
"391",180,"grid",1.06818181818182,"-20%"
"392",180,"random",1.0377358490566,"-20%"
"393",190,"grid",1,"-20%"
"394",190,"random",1.03813559322034,"-20%"
"395",200,"grid",0.995762711864407,"-20%"
"396",200,"random",0.985915492957747,"-20%"
"397",210,"grid",1.01694915254237,"-20%"
"398",210,"random",0.969827586206896,"-20%"
"399",220,"grid",1.02611940298507,"-20%"
"400",220,"random",1.04166666666667,"-20%"
"401",230,"grid",0.955882352941176,"-20%"
"402",230,"random",0.8984375,"-20%"
"403",240,"grid",0.951492537313433,"-20%"
"404",240,"random",0.989583333333333,"-20%"
"405",250,"grid",1.00961538461538,"-20%"
"406",250,"random",1.00806451612903,"-20%"
"407",260,"grid",1.02564102564103,"-20%"
"408",260,"random",0.990853658536585,"-20%"
"409",270,"grid",0.982142857142857,"-20%"
"410",270,"random",1.00903614457831,"-20%"
"411",280,"grid",1,"-20%"
"412",280,"random",1.11111111111111,"-20%"
"413",290,"grid",1.01744186046512,"-20%"
"414",290,"random",1.09756097560976,"-20%"
"415",300,"grid",0.955056179775281,"-20%"
"416",300,"random",1,"-20%"
"417",50,"grid",1.03174603174603,"-10%"
"418",50,"random",1.11111111111111,"-10%"
"419",60,"grid",1.05555555555556,"-10%"
"420",60,"random",1.05263157894737,"-10%"
"421",70,"grid",0.972222222222222,"-10%"
"422",70,"random",0.858585858585859,"-10%"
"423",80,"grid",1.01449275362319,"-10%"
"424",80,"random",1.03942652329749,"-10%"
"425",90,"grid",1.06666666666667,"-10%"
"426",90,"random",1.02564102564103,"-10%"
"427",100,"grid",0.962962962962963,"-10%"
"428",100,"random",0.917874396135266,"-10%"
"429",110,"grid",1.07407407407407,"-10%"
"430",110,"random",0.964912280701754,"-10%"
"431",120,"grid",0.980392156862745,"-10%"
"432",120,"random",0.905349794238683,"-10%"
"433",130,"grid",0.984848484848485,"-10%"
"434",130,"random",0.984126984126984,"-10%"
"435",140,"grid",1.03535353535354,"-10%"
"436",140,"random",0.981912144702842,"-10%"
"437",150,"grid",1.02777777777778,"-10%"
"438",150,"random",0.964912280701754,"-10%"
"439",160,"grid",1.06060606060606,"-10%"
"440",160,"random",0.933333333333333,"-10%"
"441",170,"grid",0.958605664488017,"-10%"
"442",170,"random",1.03174603174603,"-10%"
"443",180,"grid",1.01010101010101,"-10%"
"444",180,"random",1.0272536687631,"-10%"
"445",190,"grid",1.04444444444444,"-10%"
"446",190,"random",0.979284369114878,"-10%"
"447",200,"grid",1.03578154425612,"-10%"
